System,Facility,CCN,State,State_full,County,City,Zip,Profit Status,Status,Lat,Long
Northwest Physicians Network (NPN),Sound Family Medicine - Puyallup,–,WA,Washington,Pierce County,Puyallup,98374,-,2011-2016,47.12996,-122.26195
Northwest Physicians Network (NPN),Summit View Clinic,–,WA,Washington,Pierce County,Puyallup,98373,-,2011-2016,47.1476,-122.32519
PeaceHealth,Sacred Heart Medical Center University District,380033,OR,Oregon,Lane,Eugene,97401,Non-profit,2019,44.06826,-123.08181
PeaceHealth,Cottage Grove Community Medical Center,381301,OR,Oregon,Lane,Cottage Grove,97424,Non-profit,2019,43.74446,-123.05448
PeaceHealth,PeaceHealth Peace Harbor Medical Center,381316,OR,Oregon,Lane,Florence,97439,Non-profit,2019,44.06609,-124.03756
PeaceHealth,Sacred Heart Medical Center at RiverBend,380102,OR,Oregon,Lane,Springfield,97477,Non-profit,2019,44.05874,-123.01121
Northwest Physicians Network (NPN),Viewpoint Medical Clinic,–,WA,Washington,Pierce County,Puyallup,98372,-,2011-2016,47.20602,-122.26191
PeaceHealth,PeaceHealth Peace Island Medical Center,501340,WA,Washington,San Juan County,Friday Harbor,98250,Non-profit,2011-2016,48.55815,-123.0915
PeaceHealth,PeaceHealth Southwest Medical Center,500050,WA,Washington,Clark,Vancouver,98664,Non-profit,2019,45.61981,-122.57752
PeaceHealth,PeaceHealth St. John Medical Center,500041,WA,Washington,Cowlitz,Longview,98632,Non-profit,2019,46.21685,-123.06853
PeaceHealth,PeaceHealth St. Joseph Medical Center,500030,WA,Washington,Whatcom County,Bellingham,98225,Non-profit,2011-2016,48.75309,-122.50149
PeaceHealth,PeaceHealth Ketchikan Medical Center,21311,AK,Alaska,Ketchikan Gateway,Ketchikan,99901,Non-profit,2019,55.56908,-131.01272
Presence Health,Presence Holy Family Medical Center,142011,IL,Illinois,Cook County,Des Plaines,60016,Non-profit,2011-2016,42.04972,-87.89166
Presence Health,Presence Saint Joseph Hospital Elgin,140217,IL,Illinois,Kane County,Elgin,60123,Non-profit,2011-2016,42.04022,-88.31131
Presence Health,Presence Saint Francis Hospital,140080,IL,Illinois,Cook County,Evanston,60202,Non-profit,2011-2016,42.03045,-87.68954
Presence Health,Presence Saint Joseph Medical Center,140007,IL,Illinois,Will County,Joliet,60435,Non-profit,2011-2016,41.54542,-88.12991
Presence Health,Presence Mercy Medical Center,140174,IL,Illinois,Kane County,Aurora,60506,Non-profit,2011-2016,41.76524,-88.36503
Presence Health,Presence Resurrection Medical Center,140117,IL,Illinois,Cook County,Chicago,60631,Non-profit,2011-2016,41.99475,-87.81316
Presence Health,Presence Saint Joseph Hospital Chicago,140224,IL,Illinois,Cook County,Chicago,60657,Non-profit,2011-2016,41.93998,-87.65374
Presence Health,Presence Covenant Medical Center,140113,IL,Illinois,Champaign County,Urbana,61801,Non-profit,2011-2016,40.10897,-88.2113
"Prime Health - Ontario, CA",Saint Mary's Medical Center,260193,MO,Missouri,Jackson County,Blue Springs,64014,For profit,2011-2016,39.00708,-94.25002
"Prime Health - Ontario, CA",Saint Joseph Medical Center,260085,MO,Missouri,Jackson County,Kansas City,64114,For profit,2011-2016,38.95798,-94.59725
"Prime Health - Ontario, CA",Saint Johns,170009,KS,Kansas,Leavenworth County,Leavenworth,66048,For profit,2018,39.28721013,-94.99662
"Prime Health - Ontario, CA",Providence Medical Center,170146,KS,Kansas,Wyandotte County,Kansas City,66112,For profit,2018,39.11451,-94.77362
LifePoint,KershawHealth,blank,SC,South Carolina,Kershaw County,Camden,29020,-,Future Prospects: 2020,34.31226,-80.59702
LifePoint,Carolina Pines Regional Medical Center,blank,SC,South Carolina,Darlington County,Hartsville,29550,-,Future Prospects: 2020,34.39887,-80.07734
LifePoint,Eliza Coffee Memorial Hospital,blank,AL,Alabama,Lauderdale County,Florence ,35630,-,Future Prospects: 2020,34.82363,-87.66057
LifePoint,Shoals Hospital,blank,AL,Alabama,Colbert County,Muscle,35661,-,Future Prospects: 2020,34.77344,-87.56508
LifePoint,Clinton Memorial Hospital,blank,OH,Ohio,Clinton County,Wilmington,45177,-,Future Prospects: 2020,39.46014,-83.83715
LifePoint,Ottumwa Regional Health Center,blank,AR,Arkansas,Wapello County,Ottumwa,52501,-,Future Prospects: 2020,41.03574,-92.43151
LifePoint,Community Medical Center,blank,MT,Montana,Missoula County,Missoula,59804,-,Future Prospects: 2020,46.90101,-114.25098
LifePoint,National Park Medical Center,blank,AR,Arkansas,Garland County,Hot Springs,71901,-,Future Prospects: 2020,34.52697,-92.97158
LifePoint,Saline Memorial Hospital,blank,AR,Arkansas,Saline County,Benton ,72015,-,Future Prospects: 2020,34.49332,-92.5896
LifePoint,Saint Mary’s Regional Medical Center,blank,AR,Arkansas,Pope County,Russellville,72801,-,Future Prospects: 2020,35.2791,-93.14081
LifePoint,Southwestern Medical Center,blank,OK,Oklahoma,Comanche County,Lawton,73505,-,Future Prospects: 2020,34.57886,-98.47856
LifePoint,Paris Regional Medical Center,blank,TX,Texas,Lamar County,Paris,75460,-,Future Prospects: 2020,33.65811,-95.60422
LifePoint,Canyon Vista Medical Center,blank,AZ,Arizona,Cochise County,Sierra Vista,85635,-,Future Prospects: 2020,31.57036,-110.17704
LifePoint,Willamette Valley Medical Center,blank,OR,Oregon,Yamhill County,McMinnville,97128,-,Future Prospects: 2020,45.19704,-123.25456
PeaceHealth,PeaceHealth United General Medical Center,501329,WA,Washington,Skagit County,Sedro-Woolley,98284,Non-profit,2011-2016,48.55308,-122.12046
LifePoint,Trios Health,blank,WA,Washington,Benton County,Kennewick,99338,-,Future Prospects: 2020,46.14795,-119.27355
Saint Luke's Health System,Saint Luke's Primary Care - Blue Springs,–,MO,Missouri,Jackson County,Blue Springs,64014,Non-profit,2011-2016,39.00708,-94.26002
Saint Luke's Health System,Saint Luke's Primary Care - Independence,–,MO,Missouri,Jackson County,Independence,64055,Non-profit,2011-2016,39.05071,-94.39855
Saint Luke's Health System,Saint Luke's Primary Care - Platte City,–,MO,Missouri,Platte County,Platte City,64079,Non-profit,2011-2016,39.35777,-94.79601
Saint Luke's Health System,Saint Luke's East Hospital,260216,MO,Missouri,Jackson County,Lee's Summit,64086,Non-profit,2011-2016,38.91221013,-94.29003
Saint Luke's Health System,Saint Luke's Primary Care - East,260216,MO,Missouri,Jackson County,Lee's Summit,64086,Non-profit,2011-2016,38.90354987,-94.29003
Saint Luke's Health System,Saint Luke's Primary Care - Lee's Summit,–,MO,Missouri,Jackson County,Lees Summit,64086,Non-profit,2011-2016,38.90788,-94.28253
Saint Luke's Health System,Saint Luke's North Hospital–Smithville,–,MO ,none,Clay County,Smithville,64089,Non-profit,2011-2016,39.39659013,-94.56511
Saint Luke's Health System,Saint Luke's Primary Care - Smithville,–,MO,Missouri,Clay County,Smithville,64089,Non-profit,2011-2016,39.38792987,-94.56511
Saint Luke's Health System,Saint Luke's Primary Care - Smithville South,–,MO,Missouri,Clay County,Smithville,64089,Non-profit,2011-2016,39.39226,-94.55761
Saint Luke's Health System,Saint Luke's Hospital Medical Education Internal Medicine Clinic,–,MO,Missouri,Jackson County,Kansas City,64111,Non-profit,2011-2016,39.06256,-94.5939
Saint Luke's Health System,Saint Luke's Hospital Medicine Specialists,–,MO,Missouri,Jackson County,Kansas City,64111,Non-profit,2011-2016,39.05756,-94.5989
Saint Luke's Health System,Saint Luke's Hospital of Kansas City,260138,MO,Missouri,Jackson County,Kansas City,64111,Non-profit,2011-2016,39.05256,-94.5939
Saint Luke's Health System,Saint Luke's Primary Care - Plaza,–,MO,Missouri,Jackson County,Kansas City,64111,Non-profit,2011-2016,39.05756,-94.5889
Saint Luke's Health System,Saint Luke's Crittenton Children's Center,–,MO,Missouri,Jackson County,Kansas City,64134,Non-profit,2011-2016,38.92947,-94.49174
Saint Luke's Health System,Saint Luke's Hospital of Kansas City's Crittenton Children's Center,–,MO,Missouri,Jackson County,Kansas City,64134,Non-profit,2011-2016,38.92947,-94.48174
Saint Luke's Health System,Saint Luke's Primary Care - Parkville,–,MO,Missouri,Platte County,Parkville,64152,Non-profit,2011-2016,39.2129,-94.7205
Saint Luke's Health System,Saint Luke's North Hospital–Barry Road,260062,MO ,none,Platte County,Kansas City,64154,Non-profit,2011-2016,39.27837,-94.63587
Saint Luke's Health System,Saint Luke's Primary Care - Barry Road,–,MO,Missouri,Platte County,Kansas City,64154,Non-profit,2011-2016,39.27837,-94.62587
Saint Luke's Health System,Saint Luke's Primary Care - Highland Plaza,–,MO,Missouri,Clay County,Kansas City,64157,Non-profit,2011-2016,39.27616,-94.47186
Saint Luke's Health System,Saint Luke's Primary Care - Shoal Creek,–,MO,Missouri,Clay County,Kansas City,64158,Non-profit,2011-2016,39.23531,-94.48314
Saint Luke's Health System,Hedrick Family Care,–,MO,Missouri,Livingston County,Chillicothe,64601,Non-profit,2011-2016,39.80694,-93.58148
Saint Luke's Health System,Hedrick Medical Center,261321,MO ,none,Livingston County,Chillicothe,64601,Non-profit,2011-2016,39.80694,-93.57148
Saint Luke's Health System,Saint Luke's Mercer County Clinic,–,MO,Missouri,Mercer County,Princeton,64673,Non-profit,2011-2016,40.37745,-93.58665
Saint Luke's Health System,Wright Memorial Hospital,261309,MO,Missouri,Grundy County,Trenton,64683,Non-profit,2011-2016,40.07306987,-93.60416
Saint Luke's Health System,Wright Memorial Physicians Group,–,MO,Missouri,Grundy County,Trenton,64683,Non-profit,2011-2016,40.0774,-93.59666
Saint Luke's Health System,Saint Luke's Primary Care - Clinton,–,MO,Missouri,Henry County,Clinton,64735,Non-profit,2011-2016,38.36746,-93.74306
Saint Luke's Health System,Anderson County Hospital,171316,KS,Kansas,Anderson County,Garnett,66032,Non-profit,2011-2016,38.28231,-95.27822
Saint Luke's Health System,Family Care Center,–,KS,Kansas,Anderson County,Garnett,66032,Non-profit,2011-2016,38.28231,-95.26822
Saint Luke's Health System,Saint Luke's Primary Care - Lansing,–,KS,Kansas,Leavenworth County,Lansing,66043,Non-profit,2011-2016,39.25162,-94.8784
Saint Luke's Health System,Saint Luke's Cushing Hospital,170133,KS,Kansas,Leavenworth County,Leavenworth,66048,Non-profit,2011-2016,39.27854987,-94.99662
Saint Luke's Health System,Saint Luke's Primary Care - Cushing,–,KS,Kansas,Leavenworth County,Leavenworth,66048,Non-profit,2011-2016,39.28288,-94.98912
Saint Luke's Health System,Saint Luke's Community Hospital,–,KS,Kansas,Johnson County,Olathe,66062,Non-profit,2011-2016,38.83454,-94.77799
Saint Luke's Health System,Saint Luke’s Community Hospital,–,KS,Kansas,Wyandotte County,Kansas City,66109,Non-profit,2011-2016,39.16346,-94.82807
Saint Luke's Health System,Saint Luke’s Community Hospital,–,KS,Kansas,Johnson County,Overland Park,66204,Non-profit,2011-2016,38.99288,-94.67711
Saint Luke's Health System,Saint Luke's Community Hospital,–,KS,Kansas,Johnson County,Roeland Park,66205,Non-profit,2011-2016,39.03124,-94.6307
Saint Luke's Health System,Saint Luke's Primary Care - Mission Farms,–,KS,Kansas,Johnson County,Overland Park,66207,Non-profit,2011-2016,38.95589,-94.6444
Saint Luke's Health System,Saint Luke’s Community Hospital,–,KS ,none,Johnson County,Leawood,66209,Non-profit,2011-2016,38.8991,-94.63373
Saint Luke's Health System,Kansas City Orthopaedic Institute,170188,KS,Kansas,Johnson County,Leawood,66211,Non-profit,2011-2016,38.92358,-94.63686
Saint Luke's Health System,Saint Luke's Primary Care - Southridge,–,KS,Kansas,Johnson County,Overland Park,66213,Non-profit,2011-2016,38.89918,-94.71042
Saint Luke's Health System,Saint Luke's South Hospital,170185,KS ,none,Johnson County,Overland Park,66213,Non-profit,2011-2016,38.89918,-94.70042
Saint Luke's Health System,Saint Luke's Primary Care - Blue Valley,170201,KS,Kansas,Johnson County,Leawood,66224,Non-profit,2011-2016,38.86291,-94.62815
Skagit Regional Health System,Skagit Regional Clinics - Mount Vernon,500003,WA,Washington,Skagit County,Mount Vernon,98274,Non-profit,2011-2016,48.35936,-122.14553
Spartanburg Regional Healthcare System,North Grove,–,SC,South Carolina,Spartanburg County,Spartanburg,29303,Non-profit,2017,34.99338,-81.97235
Spartanburg Regional Healthcare System,Spartanburg Medical Center,420007,SC,South Carolina,Spartanburg County,Spartanburg,29303,Non-profit,2017,34.99338,-81.96235
Spartanburg Regional Healthcare System,Union Medical Center,420108,SC,South Carolina,Union County,Union,29379,Non-profit,2017,34.68076,-81.60943
Spartanburg Regional Healthcare System,Pelham Medical Center,420103,SC,South Carolina,Greenville County,Greer,29651,Non-profit,2017,34.94719,-82.22597
SSM Health Care,SSM Health St. Clare Hospital,260081,MO,Missouri,St. Louis County,Fenton,63026,Non-profit,2011-2016,38.50276,-90.4603
SSM Health Care,SSM Health DePaul Hospital,260104,MO ,none,St. Louis County,St. Louis,63044,Non-profit,2011-2016,38.76981,-90.42897
SSM Health Care,SSM Health Saint Louis University Hospital,260105,MO,Missouri,St. Louis city,St. Louis,63110,Non-profit,2011-2016,38.62586,-90.26699
SSM Health Care,SSM Health St. Mary's Hospital ,260064,MO ,none,St. Louis County,St. Louis,63117,Non-profit,2011-2016,38.63082,-90.33105
SSM Health Care,SSM Health Care St. Louis,–,MO ,none,St. Louis County,St. Louis,63132,Non-profit,2011-2016,38.67595,-90.37789
SSM Health Care,SSM Health St. Joseph Hospital,–,MO ,none,St. Charles County,St. Louis,63301,Non-profit,2011-2016,38.86333,-90.46736
SSM Health Care,SSM Health St. Joseph Hospital - Lake Saint Louis,260200,MO ,none,St. Charles County,St. Louis,63367,Non-profit,2011-2016,38.7778,-90.79555
SSM Health Care,SSM Health St. Joseph Hospital,260005,MO,Missouri,St. Charles County,Wentzville,63385,Non-profit,2011-2016,38.79701,-90.85757
St. Luke's Hospital,St. Luke's Hospital,260179,MO ,none,St. Louis County,Chesterfield,63017,Non-profit,2011-2016,38.65104,-90.53142
Tenet Healthcare,Abrazo Arizone Heart Hospital,–,AZ,Arizona,Maricopa County,Phoenix,85016,For profit,2017,33.51359,-112.02967
Tenet Healthcare,Abrazo Arrowhead Campus,30094,AZ,Arizona,Maricopa County,Glendale,85308,For profit,2017,33.66051,-112.18462
Tenet Healthcare,Abrazo Central Hospital,30030,AZ,Arizona,Maricopa County,Phoenix,85015,For profit,2017,33.50917,-112.10179
Tenet Healthcare,Abrazo Maryvale Campus,–,AZ,Arizona,Maricopa County,Phoenix,85031,For profit,2017,33.49492,-112.16833
Tenet Healthcare,Abrazo Scottsdale Campus,30083,AZ,Arizona,Maricopa County,Phoenix,85032,For profit,2017,33.6263,-112.00381
Tenet Healthcare,Abrazo West Campus,30110,AZ,Arizona,Maricopa County,Goodyear,85395,For profit,2017,33.47905,-112.39451
Tenet Healthcare,Baptist Medical Center,450058,TX,Texas,Bexar County,San Antonio,78205,For profit,2017,29.42353,-98.48595
Tenet Healthcare,Baylor Scott & White Medical Center - Centennial,450885,TX,Texas,Collin County,Frisco,75035,For profit,2017,33.15534,-96.7727
Tenet Healthcare,Baylor Scott & White Medical Center - Lake Pointe,450742,TX,Texas,Dallas County,Rowlett,75088,For profit,2017,32.89229,-96.54917
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,670060,TX,Texas,Dallas County,Sunnyvale,75182,For profit,2017,32.80014,-96.55405
Tenet Healthcare,Baylor Scott & White Medical Center - White Rock,450678,TX,Texas,Dallas County,Dallas,75218,For profit,2017,32.84154,-96.70236
Tenet Healthcare,Brookwood Baptist Medical Center,10139,AL,Alabama,Jefferson County,Birmingham,35209,For profit,2017,33.46534,-86.81159
Tenet Healthcare,Carondelet Holy Cross Hospital,31313,AZ,Arizona,Santa Cruz County,Nogales,85621,For profit,2017,31.42297,-111.04539
Tenet Healthcare,Carondelet St. Joseph's Hospital,30011,AZ,Arizona,Pima County,Tucson,85711,For profit,2017,32.21523,-110.88841
Tenet Healthcare,Carondelet St. Mary's Hospital,30010,AZ,Arizona,Pima County,Tucson,85745,For profit,2017,32.25879,-111.09472
Tenet Healthcare,Citizens Baptist Medical Center,10101,AL,Alabama,Talladega County,Talladega,35160,For profit,2017,33.37483,-86.08659
Tenet Healthcare,Coastal Carolina Hospital,420101,SC,South Carolina,Jasper County,Hardeeville,29927,For profit,2017,32.23046,-81.04404
Tenet Healthcare,Coral Gables Hospital,100183,FL,Florida,Miami-Dade County,Coral Gables,33134,For profit,2017,25.75345,-80.27108
Tenet Healthcare,Delray Medical Center,100258,FL,Florida,Palm Beach County,Delray Beach,33484,For profit,2017,26.45428,-80.1345
Tenet Healthcare,Des Peres Hospital,260176,MO,Missouri,St. Louis County,St. Louis,63122,For profit,2017,38.57921,-90.42015
Tenet Healthcare,Desert Regional Medical Center,50243,CA,California,Riverside County,Palm Springs,92262,For profit,2017,33.86057,-116.56152
Tenet Healthcare,DMC Detroit Receiving Hospital,230273,MI,Michigan,Wayne County,Detroit,48201,For profit,2017,42.34703,-83.06514
Tenet Healthcare,DMC Huron Valley - Sinai Hospital,230277,MI,Michigan,Oakland County,Commerce,48382,For profit,2017,42.59073,-83.50588
Tenet Healthcare,DMC Hutzel Women's Hospital,blank,MI,Michigan,Wayne County,Detroit,48201,For profit,2017,42.34703,-83.05514
Tenet Healthcare,DMC Sinai-Grace Hospital,230024,MI,Michigan,Wayne County,Detroit,48235,For profit,2017,42.42704,-83.19486
Tenet Healthcare,Doctors Hospital of Manteca,50118,CA,California,San Joaquin County,Mateca,95336,For profit,2017,37.83236,-121.19703
Tenet Healthcare,Doctors Medical Center of Modesto,50464,CA,California,Stanislaus County,Modesto,95350,For profit,2017,37.67192,-121.0073
Tenet Healthcare,East Cooper Medical Center,420089,SC,South Carolina,Charleston County,Mt. Pleasant,29464,For profit,2017,32.82037,-79.85636
Tenet Healthcare,Emanuel Medical Center,50179,CA,California,Stanislaus County,Turlock,95382,For profit,2017,37.5284,-120.85304
Tenet Healthcare,Florida Medical Center - North Shore,–,FL,Florida,Broward County,Fort Lauderdale,33313,For profit,2017,26.15044,-80.22638
Tenet Healthcare,Fountain Valley Regional Hospital,50570,CA,California,Orange County,Fountain Valley,92708,For profit,2017,33.71052,-117.9512
Tenet Healthcare,Good Samaritan Medical Center,100287,FL,Florida,Palm Beach County,West Palm Beach,33401,For profit,2017,26.71649,-80.06779
Tenet Healthcare,Hahnermann University Hospital,390290,PA,Pennsylvania,Philadelphia County,Philadelphia,19102,For profit,2017,39.95289,-75.16548
Tenet Healthcare,Hialeah Hospital,100053,FL,Florida,Miami-Dade County,Hialeah,33013,For profit,2017,25.8623,-80.27029
Tenet Healthcare,Hi-Desert Medical Center,50279,CA,California,San Bernardino County,Joshua Tree,92252,For profit,2017,34.16837,-116.2884
Tenet Healthcare,Hilton Head Hospital,420080,SC,South Carolina,Beaufort County,Hilton Head,29926,For profit,2017,32.22801,-80.75234
Tenet Healthcare,JFK Memorial Hospital,50534,CA,California,Riverside County,Indio,92201,For profit,2017,33.69743,-116.10327
Tenet Healthcare,Lakewood Regional Medical Center,50581,CA,California,Los Angeles County,Lakewood,90712,For profit,2017,33.84901,-118.14672
Tenet Healthcare,Los Alamitos Medical Center,50551,CA,California,Orange County,Los Alamitos,90720,For profit,2017,33.79557,-118.0636
Tenet Healthcare,MetroWest Medical Center - Framingham Union Hospital,220175,MA,Massachusetts,Middlesex County,Framingham,1702,For profit,2017,42.28217,-71.43387
Tenet Healthcare,MetroWest Medical center - Leonard Morse Hospital,blank,MA,Massachusetts,Middlesex County,Natick,1760,For profit,2017,42.28434,-71.34983
Tenet Healthcare,Mission Trail Baptist Hospital,–,TX,Texas,Bexar County,San Antonio,78235,For profit,2017,29.34604,-98.44367
Tenet Healthcare,Nacogdoches Medical Center,450656,TX,Texas,Nacogdoches County,Nacogdoches,75965,For profit,2017,31.72385,-94.62609
Tenet Healthcare,North Central Baptist Hospital,–,TX,Texas,Bexar County,San Antonio,78258,For profit,2017,29.6337,-98.49105
Tenet Healthcare,North Shore Medical Center,100210,FL,Florida,Miami-Dade County,Miami,33150,For profit,2017,25.85204,-80.20711
Tenet Healthcare,Northeast Baptist Hospital,–,TX,Texas,Bexar County,San Antonio,78217,For profit,2017,29.54045,-98.42007
Tenet Healthcare,Palm Beach Gardens Medical Center,100176,FL,Florida,Palm Beach County,Palm Beach Gardens,33410,For profit,2017,26.84659,-80.08803
Tenet Healthcare,Palmetto General Hospital,100187,FL,Florida,Miami-Dade County,Hialeah,33016,For profit,2017,25.8949,-80.33243
Tenet Healthcare,Piedmont Medical Center,420002,SC,South Carolina,York County,Rock Hill,29732,For profit,2017,34.96969,-81.07934
Tenet Healthcare,Placentia - Linda Hospital,50589,CA,California,Orange County,Placentia,92870,For profit,2017,33.88076,-117.85512
Tenet Healthcare,Princeton Baptist Medical Center,10103,AL,Alabama,Jefferson County,Birmingham,35211,For profit,2017,33.4501,-86.87147
Tenet Healthcare,Resolute Health Hospital,670098,TX,Texas,Comal County,New Braunfels,78130,For profit,2017,29.69772,-98.0702
Tenet Healthcare,Saint Francis Hospital - Bartlett,440228,TN,Tennessee,Shelby County,Bartlett,38133,For profit,2017,35.21293,-89.79427
Tenet Healthcare,Saint Franics Hospital - Memphis,440183,TN,Tennessee,Shelby County,Memphis,38119,For profit,2017,35.07978,-89.84589
Tenet Healthcare,Saint Vincent Hospital,220176,MA,Massachusetts,Worcester County,Worcester,1608,For profit,2017,42.26185,-71.80162
Tenet Healthcare,San Ramon Regional Medical Center,50689,CA,California,Contra Costa County,San Ramon,94583,For profit,2017,37.75515,-121.97273
Tenet Healthcare,Shelby Baptist Medical Center,10016,AL,Alabama,Shelby County,Alabaster,35007,For profit,2017,33.21591,-86.79717
Tenet Healthcare,Sierra Vista Regional Medical Center,50506,CA,California,San Luis Obispo County,San Luis Obispo,93405,For profit,2017,35.29781,-120.72717
Tenet Healthcare,St. Luke's Baptist Hospital,–,TX,Texas,Bexar County,San Antonio,78229,For profit,2017,29.50555,-98.5672
Tenet Healthcare,St. Mary's Medical Center,100288,FL,Florida,Palm Beach County,West Palm Beach,33407,For profit,2017,26.75779,-80.08574
Tenet Healthcare,The Hospitals of Providence East Campus,670047,TX,Texas,El Paso County,El Paso,79938,For profit,2017,31.83091,-105.97012
Tenet Healthcare,The Hospitals of Providence Memorial Campus,450002,TX,Texas,El Paso County,El Paso,79902,For profit,2017,31.77978987,-106.5004
Tenet Healthcare,The Hospitals of Providence Sierra Campus,450668,TX,Texas,El Paso County,El Paso,79902,For profit,2017,31.78412,-106.4929
Tenet Healthcare,The Hospitals of Providence Transmountain Campus,670120,TX,Texas,El Paso County,El Paso,79911,For profit,2017,31.89246,-106.54251
Tenet Healthcare,Twin Cities Community Hospital,50633,CA,California,San Luis Obispo County,Templeton,93465,For profit,2017,35.54014,-120.73304
Tenet Healthcare,Valley Baptist Medical Center,450028,TX,Texas,Cameron County,Brownsville,78520,For profit,2017,25.96396,-97.55009
Tenet Healthcare,Valley Baptist Medical Center,450033,TX,Texas,Cameron County,Harlingen,78550,For profit,2017,26.25668,-97.66671
Tenet Healthcare,Walker Baptist Medical Center,10089,AL,Alabama,Walker County,Jasper,35501,For profit,2017,33.81908,-87.29271
Tenet Healthcare,Weiss (Louis A.) Memorial Hospital,140082,IL,Illinois,Cook County,Chicago,60640,For profit,2017,41.97236,-87.66347
Tenet Healthcare,West Boca Medical Center,100268,FL,Florida,Palm Beach County,Boca Raton,33428,For profit,2017,26.34933,-80.21542
Tenet Healthcare,West Suburban Medical Center,140049,IL,Illinois,Cook County,Oak Park,60302,For profit,2017,41.89463,-87.78971
Tenet Healthcare,Westlake Hospital,140240,IL,Illinois,Cook County,Melrose Park,60160,For profit,2017,41.90414,-87.85564
CHS,Tennova Healthcare - Lebanon,440193,TN,Tennessee,Wilson County,,37087,For profit,2011-2016,36.27275,-86.27211
CHS,Lakeway Regional Hospital,440067,TN,Tennessee,Hamblen County,,37814,For profit,2011-2016,36.23562,-83.33154
CHS,Physicians Regional Medical Center,440120,TN,Tennessee,Knox County,,37917,For profit,2011-2016,36.00121,-83.91371
Trinity Health,Mercy Hospital & Medical Center,blank,IL,Illinois,Cook County,,60616,Non-profit,Future Prospects: 2020,41.85022,-87.62721
Trinity Health,The Mercy Community,blank,CT,Connecticut,Hartford County,,6117,Non-profit,Future Prospects: 2020,41.78692,-72.76199
Trinity Health,Lourdes Health System,blank,NJ,New Jersey,Camden County,,8103,Non-profit,Future Prospects: 2020,39.93577,-75.11351
Trinity Health,St. Francis Medical Center,blank,NJ,New Jersey,Mercer County,,8629,Non-profit,Future Prospects: 2020,40.22064,-74.73122
Trinity Health,St. Peter's Health Partners,blank,NY,New York,Albany County,,12208,Non-profit,Future Prospects: 2020,42.65331,-73.81021
Trinity Health,St. Joseph's Health,blank,NY,New York,Onondaga County,,13203,Non-profit,Future Prospects: 2020,43.06114,-76.13495
Trinity Health,Catholic Health,blank,NY,New York,Erie County,,14220,Non-profit,Future Prospects: 2020,42.84564,-78.82324
Trinity Health,Pittsburgh Mercy,blank,PA,Pennsylvania,Allegheny County,,15233,Non-profit,Future Prospects: 2020,40.46092,-80.03489
Trinity Health,St. Mary Medical Center,blank,PA,Pennsylvania,Bucks County,,19047,Non-profit,Future Prospects: 2020,40.18133,-74.91042
Trinity Health,Mercy Health System of Southeastern Pennsylvania,blank,PA,Pennsylvania,Philadelphia County,,19143,Non-profit,Future Prospects: 2020,39.94289,-75.22636
Trinity Health,Saint Francis Healthcare,blank,DE,Delaware,New Castle County,,19805,Non-profit,Future Prospects: 2020,39.74475,-75.59269
Trinity Health,Holy Cross Health,blank,MD,Maryland,Montgomery County,,20910,Non-profit,Future Prospects: 2020,39.00219,-77.03635
Trinity Health,St. Joseph of the Pines,blank,SC,South Carolina,Moore County,,28387,Non-profit,Future Prospects: 2020,35.17912,-79.37608
Trinity Health,Saint Joseph's Health System,blank,GA,Georgia,Fulton County,,30308,Non-profit,Future Prospects: 2020,33.77121,-84.3731
Trinity Health,St. Mary's Heath Care System,blank,GA,Georgia,Clarke County,,30606,Non-profit,Future Prospects: 2020,33.9396,-83.42878
Trinity Health,Holy Cross Hospital,blank,FL,Florida,Broward County,,33308,Non-profit,Future Prospects: 2020,26.18968,-80.10846
Trinity Health,BayCare Health System,blank,FL,Florida,Pinellas County,,33756,Non-profit,Future Prospects: 2020,27.94449,-82.79241
Trinity Health,Allegany Franciscan Ministries,blank,FL,Florida,Pinellas County,,34684,Non-profit,Future Prospects: 2020,28.08125,-82.72772
Trinity Health,"Mercy Medical, Daphne",blank,AL,Alabama,Mobile County,,36607,Non-profit,Future Prospects: 2020,30.69859,-88.10575
Trinity Health,Mount Carmel Health System,blank,OH,Ohio,Franklin County,,43222,Non-profit,Future Prospects: 2020,39.96119,-83.03526
Trinity Health,Saint Joseph Health System,blank,IN,Indiana,St. Joseph County,,46545,Non-profit,Future Prospects: 2020,41.693,-86.1464
Trinity Health,Saint Joseph Mercy Health System,blank,MI,Michigan,Washtenaw County,,48197,Non-profit,Future Prospects: 2020,42.19714,-83.62885
Trinity Health,"Mercy Health, Grand Rapids",blank,MI,Michigan,Muskegon County,,49442,Non-profit,Future Prospects: 2020,43.24202,-86.12904
Trinity Health,Mercy Health Network,blank,IA,Iowa,Polk County,,50266,Non-profit,Future Prospects: 2020,41.56942,-93.79931
Trinity Health,Loyola Medicine,blank,IL,Illinois,Cook County,,60153,Non-profit,Future Prospects: 2020,41.8793,-87.84827
Trinity Health,Loyola University Medical Center,140276,IL,Illinois,Cook County,Maywood,60153,Non-profit,2018,41.8793,-87.83827
Trinity Health,Gottlieb Memorial Hospital,140008,IL,Illinois,Cook County,Melrose Park,60160,Non-profit,2018,41.90414,-87.86564
Trinity Health,MacNeal Hospital,140054,IL,Illinois,Cook County,Berwyn,60402,Non-profit,2018,41.83469,-87.79139
